thread_id,customer_tweet_id,customer_text,uber_tweet_id,uber_reply,thread_length,tentative_intent,ground_truth_intent,ground_truth_escalate,escalation_reason,notes,gold_standard_reply
2364928,2364928,@user food just got delivered was cold and missing half my order?!?!,2364926,@user We're sorry to hear this. Please contact us via https://t.co/ZFaWy0Lkdu so our team can connect.,6,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear that your order arrived cold and incomplete. That’s frustrating! Please DM us with your order details so we can look into this for you and make it right. Thank you for your patience!
2428277,2428277,@user would it be alright if i removed my bank account from your directory? Im not going to use uber anymore.. https://t.co/LPfcCvG1gC,2428275,@user Here to help! Send us a note here: https://t.co/T9QCqACqox and our team will follow up.,4,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"We understand your decision to stop using Uber, and we're here to help. Please DM us your registered email so we can assist you with removing your bank account from our directory. Thank you for being a part of our community!"
311673,311673,"Hey @Uber_Support, how can I report a hit and run from one of your drivers if I don't have an account with your company?",311672,"@user Oh no! We hope everyone is OK. Please DM us your email address, phone number, and any details you may have about the partner.",2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm so sorry to hear about your experience. Your safety is our top priority. Please DM us your phone number so our safety team can reach out to you directly and assist with reporting the incident. Thank you for bringing this to our attention.
2950077,2950077,"@user @user @Uber_Support It had been a really long time waiting for a response, Previously I was told that I will be contacted soon but got no reply, can uber give me any details for my ticket #35186. They don't even reply to the police officers (see images) https://t.co/LqhiwJvSgN",2950075,"@user Hi, Gaurav! Here to help. Kindly send us your email address so our team can follow-up.",5,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear about your experience and the delay in communication regarding ticket #35186. Your safety is our top priority. Please DM us with your phone number so our safety team can reach out to you directly. Thank you for your patience.
1800618,1800618,"@user driver cancelled. I got charged fee “for his time.” I called him twice and texted since he couldn’t find me, no response. Not right.",1800616,@user We apologize for the trouble! Please send us a note at https://t.co/QsI1vsvcif and our team will be in touch.,4,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about the cancellation and the unexpected fee. I understand how frustrating this can be. Please DM me your account email and trip details so I can help you resolve this. Thank you for your patience!
1934605,1934605,@user worst time for getting assistance in login error. neither i able to reset my account with mob 9049993602 nor found any link to contact,1934604,@user Here to help! Please send us a note via https://t.co/Md7v036OoC so our team can connect.,9,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,I’m sorry to hear you’re having trouble logging in. Please DM me your registered email and phone number so our tech team can assist you with this issue. We’re here to help!
1254062,1254062,"@user used a discount code, it said it worked but nothing happened? Help!",1254061,"@user Sorry to hear about this, Marin! Please DM us your email address and we'll follow up.",2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"I’m sorry to hear you’re having trouble with your discount code! Please DM me your registered phone number and email, and I’ll connect you with our tech team to get this sorted out. Thank you for your patience!"
303061,303061,Just had the most rude and horrible @user driver of my LIFE. Made me very upset and will never be using this company again.,303060,@user Here to help! Please contact us via https://t.co/fS660rQ8NQ so we can follow up.,4,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience with your driver. That’s not the level of service we strive for. Please DM me your account email and any details about the trip so we can address this properly. Your feedback is important to us.
524345,524345,"What a disaster. 2 @user drivers cancel &amp; don’t understand the concept of “Stay there, I’ll walk to you.” Next driver (in Toyota Corolla) pulls up and doesn’t ask for my name (wrong Corolla) so we cancel, last Uber gets pulled over for an illegal left, no plates, no insurance 😂",524344,@user Here to help. Send us a note at https://t.co/593jusU1lP so our team can connect.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"I'm really sorry to hear about your experience. Safety is our top priority, and we want to address this right away. Please DM us your phone number so our safety team can reach out and assist you further. Thank you for your patience!"
1652235,1652235,"@Uber_Support I can't connect to my account, it's tied to an old phone number and the only options I get in the 2FA screen both use that phone number",1652234,"@user We're here to help, Luis. Please send us a DM with your account email address + phone number and we'll follow up shortly.",2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I understand how frustrating it can be to be locked out of your account. Please DM us your registered email and phone number so our tech team can help you regain access. We're here for you!
2014090,2014090,"@user Hi! I was on the app and it had a promo code, but when I touched the field, it disappeared. It was “KILLER—“ something. Help?",2014089,@user We're here to help! Please send us a note here; https://t.co/iMxFJdr4fj so our team can assist.,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m sorry to hear the promo code disappeared. Please DM me your registered phone number and email, and I’ll get our tech team to assist you in retrieving it. Thank you for your patience!"
582158,582158,@user @Uber_Support My complaint has not been resolved for more than week.. Helpless with this.. Please correct the status of refund and do reply https://t.co/jrseM7hv6S,582156,@user Here to help! Please send us a DM with your email address and phone number so we can connect.,4,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the delay with your refund. I understand how frustrating this must be. Please DM me your account email and the trip details so I can help resolve this for you as quickly as possible. Thank you for your patience!
1275183,1275183,Might be a little late @user @user the @user had a crash ! https://t.co/dna3Ndc78z,1275181,@user We hope everyone is ok. Please DM us your email address so we can follow up immediately.,4,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear about the crash. Your safety is our top priority. Please DM us your phone number so our safety team can reach out and assist you right away. Take care!
662856,662856,@user left my bag in Uber! English as second language for driver. Help?,662855,@user Here to help. Send us a note at https://t.co/rOtqyWzf0B so our team can connect.,4,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm sorry to hear about your bag! Please check the app under Activity > Find lost item > Contact driver to reach out directly. If you need more help, feel free to DM us your email and we can assist further. Thank you for your patience!"
2751208,2751208,"@user ordered wheelchair accessible uber saturday night and both times, a small vehicle turned up. Drivers were apologetic &amp; no charge and said the app doesn't have 'ACCESS' their end, meaning it doesn't matter if you select wheelchair access or not :/ That's illegal here",2751206,@user Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,3,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"I'm really sorry to hear about your experience with the wheelchair accessible vehicle. Your safety is our top priority, and I want to ensure this gets addressed. Please DM me your phone number so our safety team can reach out and assist you further. Thank you for bringing this to our attention."
2241556,2241556,"No joke, this @user driver just made me miss my MegaBus because he had to take an ""emergency dump"" in my neighbors yard. He gets back in the car and goes ""I'm sorry, brah"" ... WTF. https://t.co/beDW3ycdyc",2241555,@user We're here to help! Please send us a note via https://t.co/vZ2zCuaLbs so we can connect.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear about your experience. Your safety is our top priority. Please DM us your phone number so our safety team can reach out and assist you further. Thank you for bringing this to our attention.
821782,821782,@user Bought a GC for friend going through chemo. App didn't work but ya charged me &amp; she go the email but code did NOT work.🙁Embarrassed https://t.co/UvMizTh1Yc,821781,"@user We're here to help! Send us a note here, https://t.co/R8Xm8a7StU, and our team will be in touch.",2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I'm so sorry to hear about the trouble with the gift card for your friend. I can imagine how frustrating that must be. Please DM me your registered email and any details about the transaction so I can help resolve this for you. Thank you for your patience!
1427718,1427718,Hey @user - I'm late for a $200 appointment because 3 Ubers cancelled on me. How are you going to rectify this?,1427717,"@user Sorry for the trouble! Send us a note here, https://t.co/593jusCquh, and our team will follow up.",6,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about the cancellations and the impact on your appointment. I understand how frustrating this must be. Please DM me your phone number so I can connect you with our support team for immediate assistance. We're here to help!
717240,717240,"Wow, @Uber_Support has literally the least helpful customer service in history. Learn from Amazon &amp; Zappo's, y'all.",717239,"@user We're here to help, Natalie. Please DM us with the issue you are having, so we can connect about this matter. https://t.co/sd7yH5jmbJ",2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience. We strive to improve and your feedback is invaluable. Please DM us your account email or any specific details so we can address your concerns directly. Thank you for your patience!
666325,666325,@user this rude idiot then canceled my ride https://t.co/AH77S6TMNm,666324,@user Here to help. Send us a note at https://t.co/593jusCquh so our team can connect.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your experience. That must have been frustrating. If you could DM us your account email and any details about the ride, we'll look into this for you. Your comfort and safety are our top priorities!"
1379974,1379974,"28 October, 00:35. Amount of illegal turns made at Eglinton/Mt. Pleasant: 2. One white car with an @user sign in front window @user",1379973,@user Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"We take safety very seriously, and I’m sorry to hear about your experience. Please DM us your phone number so our safety team can reach out and address this issue. Your safety is our top priority. Thank you for bringing this to our attention!"
1739119,1739119,"@Uber_Support i ordered ubereats and the food never showed up, said delivered but never came and the app help has responded in 30 minutes",1739118,@user We've responded via DM!,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear that your Uber Eats order didn't arrive as expected. That must be frustrating! Please send us a DM with your phone number and order details so we can help resolve this for you. Thank you for your patience!
2502205,2502205,@user @Uber_Support When I have not taken ride and your driver has canceled the ride my himself why I am I liable to pay the cancellation charges due to your’s driver unprofessional behaviour @user @user https://t.co/oRQsddyTI5,2502204,@user Sorry to hear about this. Please DM us the email address connected with your account profile so we can take a closer look.,4,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the cancellation charge you faced. It’s frustrating when things don’t go as expected. Please DM us your account email and any trip details so we can look into this for you. We're here to help!
1000237,1000237,Fuck @user they charged my account twice last night with separate transactions and don’t have a number to contact in order to dispute it,1000236,@user We're here to help! Send us a note via https://t.co/dInR3racif so our team can assist.,2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about the double charge on your account. I understand how frustrating that can be. Please DM me your account email and the details of the trips, and I’ll help you get this sorted out. Thank you for your patience!"
423060,423060,@Uber_Support I got an email for change of password I didn't request. No longer can log in. What should I do? Anyone I can contact?,423059,"@user We'd like to look into this, Aaron. Please send us a note at https://t.co/J1AzB6DDDr and a member of our team will reach out.",2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I'm sorry to hear about the password change email you received. Please DM us with your registered phone number and email, and we'll help you regain access to your account. Your security is our priority!"
2759182,2759182,@user my ride sucked. I wanted to throw up because the driver had an odor and the car smelled.,2759181,@user Here to help! Please send us a note via https://t.co/fS660rQ8NQ so our team can connect.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about your experience. That’s not the standard we aim for. Please DM us your phone number so we can address this with our team and ensure it doesn’t happen again. Thank you for bringing it to our attention!
462567,462567,@Uber_Support please call me at (901) 440-9726. I have an emergency,462566,"@user At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6 so our team can assist.",2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,We're so sorry to hear you're in an emergency. Your safety is our top priority. Please send us a DM with your phone number so our safety team can reach out to you immediately. We're here to help.
65928,65928,There's also been an increasing amount of uber drivers cancelling on me and my friends lately. I've even had one stop around the corner and refuse to answer the phone waiting for me to cancel. @Uber_Support what's up with that?,65926,"@user A member of our team has reached out so please check your rider app under the 'Help' section OR email inbox to see our response. If you have any additional questions or concerns, please be sure to follow up there so we can help.",3,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience with cancellations. That’s definitely frustrating. Please DM us your phone number so we can look into this further and help improve your rides. Your experience matters to us!
735778,735778,"@Uber_Support Worst exp! Driver unprofessional, late &amp; lazy! Food was burnt! Also, @AskAmex credit wasn’t applied. Paid in full for crap!",735775,@user So sorry to hear about your experience! Can you please contact us via https://t.co/hVMgTsth35 so our team can connect.,10,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience. It’s frustrating when things don’t go as expected. Please DM us your account email and trip details so we can look into the driver’s conduct and the credit issue. We want to make this right for you!
709620,709620,"@Uber_Support extremely disappointed in uber. I reported and unsafe incident last night and have gotten no reply, on the app or on Twitter!",709619,@user We followed up with you via DM.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear about your experience and understand how concerning this is. Your safety is our top priority. Please DM us your phone number so our safety team can reach out to you directly. Thank you for bringing this to our attention.
518921,518921,@Uber_Support I keep getting contacted about an accident I was in. I didn't report being in an accident. Freaking me out.,518920,@user We can definitely take a look! Send us a DM with your email address and details so we can follow up.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear that you're feeling this way. Your safety is our top priority. Please DM us your phone number so our safety team can reach out and assist you directly. We're here to help!
2104648,2104648,"@user hello, I have a discount code for £20 for use in the United Kingdom. Can this be converted to $ for use in the United States?",2104647,"@user We're happy to help! For more information on this, click here; https://t.co/CSw3jYhCzc. Feel free to reach out with any further questions.",4,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! Unfortunately, discount codes are specific to the country they were issued in and can't be converted. If you have any other questions or need assistance, feel free to DM us! We're here to help!"
946979,946979,Uhm my uber driver is smoking and I don't wanna smell like cigarette when I go out..,946978,@user We're so sorry about that! Please send us a DM with your email address with details so we can connect.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear that your driver is smoking during your ride. Your comfort is important to us. Please consider ending the trip if you're uncomfortable, and feel free to DM us your phone number so we can address this with our team. Thank you for bringing this to our attention!"
504256,504256,"@user @Uber_Support my drivers phone died in the middle of my ride, he has dropped me off at my destination, but the riding is still active in the app, I don’t want to be over charged because of his error",504255,@user We're here to help! Send us a note via https://t.co/WFtPA6RjWt so our team can assist.,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I understand how concerning this is. Please rest assured, you won't be overcharged. To resolve this, please DM us your account email and trip details so we can assist you further. Thank you for your patience!"
668580,668580,@Uber_Support I am stuck between a rock and a hardplace. Your password is asking for SMS verification and my phone is stuck in your driver's car.,668579,@user Sorry to hear about this! Send a DM with the e-mail or phone number for your account and we'll look into it for you. https://t.co/sd7yH5jmbJ,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear that! Please try to access the app through a different device if possible. You can also go to Activity > Find lost item > Contact driver to report your phone. If you need more help, feel free to DM us your email and phone number. We're here for you!"
20059,20059,my uber just told me he’s a drunk uber halfway through our ride? on the highway? let me out sir?,20056,"@user We can absolutely follow up, Dani! Can you please send us a note via https://t.co/IeSxT5cVHC?",4,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear that you're in this situation. Your safety is our top priority. Please exit the ride if you feel unsafe. DM us your phone number so our safety team can reach out to you immediately. Stay safe!
2987364,2987364,"@user ,It’s absolute nonsense that it took 25 minutes for your driver to realize he wants to cancel a trip.",2987363,@user We're here to help! Send us a note via https://t.co/593jusCquh so our team can connect.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"I completely understand your frustration. Waiting 25 minutes for a cancellation is certainly not ideal. Your feedback is important, and I’ll make sure it’s shared with the team. If you need further assistance, feel free to DM us your account details. Thank you for your patience!"
1778016,1778016,@user I’ve never used a promo before yet Uber eats won’t allow me to add any on my account. HELP,1778015,"@user Happy to help! Send us a note here, https://t.co/h3vAjBLlBH, and our team will follow up.",2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m sorry to hear you’re having trouble with promo codes on your Uber Eats account. Let’s get this sorted out! Please DM me your registered phone number and email, and I’ll connect you with our tech team for assistance. Thank you!"
229041,229041,@Uber_Support my account seems to be hacked by someone in Bangladesh. Pls help,229039,"@user Let's take a look, Jubilant! Please reach out at https://t.co/J1AzB6DDDr and a member of our team will follow up.",4,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear that your account may have been compromised. Your safety is our top priority. Please DM us your registered phone number and email so our team can assist you right away. We're here to help!
1072818,1072818,One of @user drivers had the nerve to charge me a toll fee for no reason. I better get my $5 back!,1072815,@user We can definitely take a look. Please send us a note here; https://t.co/ijTJHFJJTx and our team will get in touch.,5,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m sorry to hear about the unexpected toll fee! I understand how frustrating that can be. Please DM me your account email and trip details so I can help you resolve this. Thank you for your patience!
1098772,1098772,@Uber_Support how can I claim for a ride that was charged but not done? Thanks,1098771,"@user Happy to help! Send us a note here, https://t.co/1xM0TJ36sg, and our team will follow up.",2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about the charge for a ride that didn’t happen. I understand how frustrating this can be. Please DM us with your account email and the trip details, and we’ll help you sort this out as quickly as possible. Thank you!"
518928,518928,Please make your sign in faster. Why do I need to login after I verify my phone # via SMS code? Not helping to catching a taxing during transit. @user,518927,@user Here to help! Please reach out to https://t.co/zUe0djo9gv and fill out the 4 boxes at the bottom so we can get in touch.,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I understand how frustrating it can be to sign in after verifying your phone number. Your time is valuable, especially during transit. Please DM me your registered phone number and email, and I’ll ensure our tech team looks into this for you. Thank you for your patience!"
1044569,1044569,@Uber_Support I was in an accident while picking up a passenger please help,1044568,@user Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm so sorry to hear about the accident. Your safety is our top priority. Please DM us your phone number so our safety team can reach out to you right away. We're here to help you through this.
1450192,1450192,@Uber_Support Uber is fooling us as they say tht we provide promo code but ultimately disable promo feature of the account so we can't apply,1450190,@user Sorry to hear about the trouble! Please write us a note at https://t.co/OhfgxSAY58 so we can sort this out.,5,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear you’re having trouble with the promo code feature. I understand how frustrating this can be. Please DM me your registered phone number and email so I can help you get this sorted out with our tech team. Thank you for your patience!
1416104,1416104,@Uber_Support I was charged for an order that was totally messed up 20 days ago. My bank hasn't received the refund. Email support useless,1416102,@user We'd like to follow up on this. Can you please send us a DM?,3,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the trouble with your order and the delay in your refund. I understand how frustrating this can be. Please DM me your account email and the trip details so I can assist you further. Thank you for your patience!
1373768,1373768,@Uber_Support filled in driver info last night &amp; after an email issue still waiting to hear if I’ve been accepted. #driverapp,1373767,@user We can take a look! Send us a note via https://t.co/LDXEzScUGp so our team can get in touch.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I understand how important it is to get updates on your driver application. Please send us a DM with your registered email so we can check the status for you. We're here to help!
558542,558542,@Uber_Support SMS verification failed on Essential PH-1,558541,@user Here to help. Send us a note at https://t.co/7noMs7ap6M so our team can connect.,4,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"I'm sorry to hear you're having trouble with SMS verification on your Essential PH-1. Please DM us with your registered phone number and email, and we'll get you the help you need to access your account. Thank you for your patience!"
2698065,2698065,So @user just changed us 125£ for a 8£ ride. For the ‘mess’ the driver had to clean. And sent fake photos as evidence!! @user,2698064,@user Hi there! Please send us a note at https://t.co/a6RfeBkKmr and we'll be happy to look into this for you.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about the unexpected charge and the situation with the photos. I understand how frustrating this must be for you. Please DM us your account email and trip details so we can look into this for you. Thank you for your patience!
2221435,2221435,@user so silent treatment just standard company policy these days? @Uber_Support #uber #Adelaide #ubereats,2221434,@user We've received your DM and a member of our team has reached out. Please review your messages for our response.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"I’m really sorry to hear you feel this way. We strive to provide timely support, and I understand how frustrating it can be. Please DM us your account email and any specific details so we can assist you better. Your feedback is important to us!"
